vibration_rms,temperature,sound_level,maintenance_days,wheel_health,bearing_health,failure
0.232,56.3,52.2,34,81,76,0
0.373,49.2,58.2,18,72,75,0
0.334,36.7,58.4,47,72,83,0
0.431,70.4,72.8,163,52,52,0
0.296,39.7,53.5,30,77,84,0
0.254,54.8,42.1,76,84,74,0
0.31,54.9,69.5,75,64,71,0
0.391,57.1,59.3,21,70,70,0
0.746,83.2,86.7,360,19,21,1
0.4,39.5,68.5,2,65,81,0
0.347,48.1,53.0,74,73,74,0
0.272,52.5,41.0,59,85,75,0
0.323,55.9,63.9,66,68,71,0
0.2,50.2,55.7,27,80,81,0
0.477,70.8,72.1,133,52,52,0
0.672,73.2,83.9,145,36,42,1
0.551,71.1,81.2,190,40,45,1
0.345,45.6,69.4,27,65,78,0
0.519,65.1,80.5,149,44,53,1
0.349,53.3,63.0,79,66,70,0
0.293,54.5,56.0,50,75,74,0
0.532,64.5,71.0,153,50,52,0
0.217,41.6,62.4,75,72,83,0
0.23,58.0,62.1,76,72,72,0
0.344,45.5,60.8,47,70,77,0
0.395,49.3,60.8,16,69,75,0
0.591,61.3,84.2,162,38,51,1
0.343,39.7,65.7,37,67,81,0
0.423,76.0,72.0,104,56,52,0
0.366,43.7,69.9,10,65,79,0
0.852,94.2,93.7,212,19,18,1
0.322,51.3,42.3,20,85,76,0
0.254,55.4,42.0,77,84,73,0
0.25,50.1,52.5,5,81,80,0
0.32,37.4,53.8,4,78,86,0
0.204,52.1,69.2,18,71,80,0
0.348,46.7,54.5,11,76,78,0
0.566,69.1,73.7,131,48,49,1
0.474,66.1,77.0,195,46,51,1
0.215,47.9,45.8,57,84,80,0
0.208,43.3,54.5,65,78,83,0
0.254,45.2,40.6,76,85,79,0
0.214,56.3,60.4,45,75,76,0
0.204,38.7,61.4,88,73,85,0
0.284,35.4,60.1,41,73,86,0
0.262,57.3,58.3,7,77,75,0
0.351,43.8,56.5,73,71,77,0
0.358,46.0,45.0,19,81,78,0
0.339,59.7,62.4,32,70,69,0
0.256,43.6,44.8,58,83,81,0
0.392,44.5,40.1,55,81,75,0
0.258,44.7,53.7,29,79,82,0
0.209,43.7,68.5,68,69,83,0
0.555,70.7,74.2,104,49,50,1
0.68,75.3,83.5,195,33,37,1
0.296,53.1,61.3,57,71,74,0
0.355,41.5,64.8,9,69,81,0
0.472,69.0,75.7,94,52,55,0
0.284,36.3,42.3,40,85,86,0
0.353,52.9,57.4,23,73,74,0
0.811,98.4,89.2,339,16,10,1
0.49,69.5,81.2,179,43,49,1
0.63,70.6,77.3,185,40,43,1
0.697,60.1,81.0,165,36,48,1
0.623,76.4,84.8,143,37,42,1
0.428,79.3,84.2,100,48,50,1
0.404,62.2,80.3,106,51,61,0
0.404,73.6,84.1,173,45,51,1
0.381,44.5,55.1,64,71,75,0
0.283,37.8,63.5,34,71,85,0
0.312,41.0,57.6,1,76,84,0
0.693,68.3,82.0,183,34,42,1
0.59,72.7,72.5,109,49,47,1
0.432,66.4,73.2,121,54,57,0
0.58,77.6,79.4,190,40,40,1
0.376,40.0,55.8,79,70,78,0
0.219,44.7,54.8,48,79,83,0
0.462,60.2,84.7,159,43,57,1
0.249,58.0,51.4,82,78,71,0
0.344,38.7,58.8,14,73,83,0
0.34,55.3,62.8,1,71,74,0
0.269,44.4,67.2,45,69,81,0
0.398,57.3,51.9,16,75,69,0
0.282,37.5,68.1,4,70,87,0
0.23,36.0,67.8,47,70,88,0
0.339,39.8,60.0,11,73,83,0
0.297,45.4,47.5,86,78,77,0
0.414,64.7,80.4,180,47,55,1
0.388,56.2,43.5,16,81,71,0
0.386,36.0,59.0,27,70,82,0
0.375,42.2,61.1,43,69,78,0
0.236,38.3,68.6,12,71,88,0
0.655,68.4,84.4,196,33,43,1
0.369,54.9,67.6,87,62,68,0
0.363,58.5,57.8,48,71,68,0
0.444,68.0,81.3,125,48,55,1
0.547,77.5,72.8,109,50,46,1
0.433,67.5,75.1,157,51,54,0
0.677,77.9,73.6,157,42,38,1
0.521,61.1,74.4,177,47,53,1
0.399,50.4,59.7,37,69,73,0
0.942,85.6,96.4,281,9,16,1
0.262,51.5,67.1,87,67,75,0
0.248,51.1,61.1,87,71,75,0
0.337,48.0,46.7,1,82,78,0
0.798,97.9,85.5,247,24,16,1
0.277,43.4,58.1,1,77,84,0
0.588,78.4,77.1,185,42,40,1
0.533,68.7,84.6,139,41,50,1
0.478,71.1,77.2,138,49,51,1
0.387,36.5,55.7,69,70,80,0
0.32,36.2,56.8,28,74,85,0
0.826,95.9,93.0,239,19,16,1
0.216,37.3,49.4,65,82,86,0
0.869,84.8,94.5,345,10,16,1
0.319,50.5,46.7,47,80,75,0
0.321,54.7,62.2,36,70,73,0
0.513,62.2,78.4,141,46,55,1
0.261,39.9,49.2,79,79,82,0
0.242,48.1,41.2,85,85,78,0
0.244,47.3,41.4,9,89,82,0
0.686,69.2,84.4,99,38,46,1
0.389,51.7,54.3,54,72,71,0
0.751,85.5,98.1,203,20,28,1
0.667,66.6,77.0,197,38,43,1
0.329,50.1,56.0,45,74,75,0
0.835,84.9,96.1,257,15,22,1
0.36,42.9,68.7,11,66,80,0
0.226,58.7,49.9,75,80,72,0
0.699,75.5,76.4,133,40,40,1
0.241,56.5,49.1,76,80,73,0
0.295,45.0,60.5,1,74,82,0
0.202,59.8,55.7,52,79,74,0
0.205,52.3,40.8,0,91,81,0
0.209,45.6,44.3,52,86,82,0
0.638,64.5,82.7,135,39,49,1
0.911,99.8,97.5,211,14,12,1
0.342,54.0,44.8,52,80,72,0
0.379,57.5,67.5,84,62,66,0
0.237,53.6,43.1,17,87,78,0
0.763,96.6,91.6,326,17,14,1
0.386,58.0,61.2,24,69,69,0
0.392,35.1,56.8,39,71,82,0
0.348,39.1,56.0,17,74,83,0
0.32,56.0,55.9,26,75,73,0
0.23,53.8,69.5,40,69,77,0
0.288,36.7,67.6,89,65,83,0
0.469,67.7,84.0,132,45,54,1
0.917,90.2,91.7,240,16,16,1
0.36,39.6,42.7,48,81,80,0
0.423,66.0,74.0,158,52,55,0
0.676,71.1,73.9,143,43,43,1
0.37,46.4,68.0,82,62,74,0
0.37,37.0,66.3,2,68,84,0
0.384,43.5,67.0,64,63,76,0
0.972,98.3,96.3,254,10,8,1
0.341,41.6,45.8,11,82,82,0
0.226,59.5,58.9,44,76,73,0
0.228,46.1,53.5,8,81,84,0
0.342,46.1,63.0,46,69,77,0
0.341,44.6,46.0,25,81,79,0
0.506,79.2,79.3,112,47,46,1
0.252,45.8,65.9,81,68,79,0
0.663,72.6,70.5,181,43,40,1
0.658,75.6,76.1,145,42,41,1
0.948,81.4,85.3,272,17,19,1
0.257,47.8,46.0,9,85,81,0
0.53,74.1,74.8,102,50,49,1
0.605,64.0,80.8,173,39,48,1
0.524,68.7,80.2,133,45,51,1
0.479,64.5,73.5,190,48,52,1
0.323,36.2,61.6,76,69,82,0
0.524,70.8,70.1,131,52,50,0
0.445,64.7,83.3,162,44,55,1
0.253,36.3,52.2,28,80,88,0
0.415,60.6,76.4,190,49,57,1
0.712,96.7,90.8,215,26,22,1
0.551,74.6,74.8,187,45,43,1
0.3,44.4,61.6,41,71,80,0
0.282,47.5,50.9,1,81,81,0
0.311,53.2,67.5,60,66,73,0
0.538,77.1,75.4,186,45,42,1
0.479,70.1,73.2,165,50,50,0
0.25,39.1,62.1,89,70,83,0
0.401,68.0,74.2,120,55,57,0
0.209,55.0,62.2,4,77,79,0
0.412,62.4,83.2,194,44,56,1
0.617,62.1,76.7,117,44,52,1
0.824,89.7,90.2,271,19,19,1
0.215,55.5,51.5,61,80,75,0
0.561,71.4,74.9,147,46,47,1
0.579,69.8,81.5,169,40,46,1
0.394,48.6,50.0,87,73,71,0
0.211,55.7,51.8,34,82,77,0
0.226,37.5,56.1,40,78,87,0
0.456,79.5,74.7,186,48,44,1
0.275,36.2,42.7,85,83,84,0
0.506,78.6,70.9,186,49,43,1
0.333,48.3,61.6,17,71,78,0
0.271,46.1,69.3,26,68,81,0
0.295,48.4,40.4,83,83,75,0
0.288,35.9,59.7,83,71,83,0
0.447,77.8,83.8,105,47,50,1
0.653,60.5,78.2,153,40,50,1
0.338,54.1,46.9,74,78,71,0
0.223,56.4,49.8,77,80,74,0
0.328,42.7,52.1,63,75,79,0
0.294,45.8,47.8,88,78,77,0
0.274,52.8,66.9,45,69,76,0
0.368,47.0,56.6,76,70,74,0
0.242,57.0,55.2,39,78,75,0
0.246,39.0,52.9,5,81,87,0
0.324,58.2,65.0,89,65,68,0
0.266,42.3,66.5,73,68,81,0
0.282,42.7,48.3,21,82,83,0
0.262,57.0,51.4,54,79,73,0
0.231,56.3,68.6,6,71,77,0
0.544,65.2,83.9,129,42,53,1
0.22,46.5,63.8,36,73,82,0
0.412,60.6,77.9,147,50,60,0
0.662,72.4,74.3,155,42,42,1
0.421,64.6,83.4,145,46,57,1
0.367,41.0,56.0,58,71,78,0
0.335,43.5,48.6,62,77,78,0
0.246,45.3,48.5,16,84,83,0
0.873,87.0,94.8,345,10,14,1
0.376,36.7,69.6,4,65,84,0
0.245,48.0,62.9,84,70,78,0
0.657,77.6,82.4,127,38,41,1
0.225,36.3,46.2,32,85,88,0
0.387,52.0,56.7,89,69,69,0
0.219,53.3,68.4,88,68,75,0
0.276,37.0,60.7,54,72,85,0
0.493,64.6,78.9,111,48,56,1
0.498,73.4,72.1,100,53,51,0
0.31,35.8,41.8,15,86,86,0
0.316,55.3,65.3,38,68,73,0
0.599,67.9,80.3,189,39,45,1
0.371,50.9,67.6,83,62,71,0
0.345,57.8,62.7,26,70,71,0
0.647,71.0,73.6,174,42,42,1
0.981,93.7,99.5,238,8,12,1
0.374,35.3,52.5,76,73,81,0
0.363,57.0,50.7,29,77,70,0
0.401,69.5,79.4,135,50,55,0
0.381,50.8,52.5,76,72,71,0
0.791,92.1,96.2,283,15,18,1
0.206,56.9,56.3,35,79,76,0
0.303,48.5,61.7,84,69,75,0
0.266,35.1,50.7,21,81,88,0
0.279,45.3,46.2,24,83,81,0
0.235,42.0,40.1,9,90,86,0
0.222,42.1,40.2,73,87,83,0
0.205,46.7,53.4,14,82,84,0
0.31,35.1,62.1,29,71,86,0
0.365,58.6,53.1,5,76,71,0
0.672,79.6,71.3,161,43,37,1
0.308,43.1,50.1,13,80,82,0
0.26,57.2,49.4,9,83,75,0
0.531,75.7,84.7,130,42,47,1
0.254,45.8,52.0,85,77,79,0
0.337,48.1,68.9,46,65,76,0
0.411,66.0,78.3,133,51,57,0
0.612,67.6,77.4,144,43,48,1
0.739,83.4,90.8,260,22,26,1
0.61,71.3,84.1,104,40,48,1
0.5,62.0,77.2,184,45,53,1
0.221,43.0,50.7,70,80,82,0
0.264,52.1,64.0,89,69,74,0
0.583,63.1,84.6,173,37,50,1
0.665,63.1,83.4,160,36,47,1
0.525,79.4,80.8,108,46,46,1
0.27,52.8,49.8,84,78,74,0
0.626,65.4,73.1,175,43,47,1
0.397,48.3,47.0,37,77,74,0
0.264,43.2,51.0,71,78,81,0
0.395,57.2,48.7,48,76,68,0
0.441,64.5,70.5,166,53,55,0
0.35,53.6,44.4,33,81,73,0
0.797,86.1,89.4,249,22,23,1
0.977,89.5,86.0,348,11,8,1
0.588,73.9,84.6,142,39,45,1
0.434,61.7,84.0,169,44,57,1
0.335,42.0,42.8,2,85,82,0
0.252,40.4,56.0,29,78,85,0
0.344,37.2,43.1,38,82,83,0
0.902,86.1,98.7,355,5,13,1
0.949,81.9,95.1,227,13,21,1
0.273,35.6,49.0,83,79,84,0
0.223,44.6,43.1,25,88,84,0
0.336,45.0,49.6,80,76,76,0
0.402,77.5,83.2,199,44,47,1
0.311,58.0,51.8,26,78,72,0
0.26,36.2,60.9,16,75,88,0
0.427,76.1,78.3,90,52,53,0
0.836,89.7,92.6,253,18,19,1
0.339,41.6,53.6,84,73,78,0
0.89,96.8,92.3,252,16,13,1
0.263,57.6,56.7,59,75,72,0
0.251,36.8,56.2,52,76,86,0
0.298,47.6,46.1,43,82,78,0
0.308,53.1,70.0,13,67,76,0
0.374,54.4,65.4,20,67,72,0
0.349,57.4,45.3,89,78,67,0
0.431,65.1,84.4,128,46,57,1
0.841,93.6,92.7,254,17,16,1
0.995,86.0,98.2,253,8,15,1
0.65,69.4,71.0,189,43,42,1
0.327,49.3,59.7,8,73,78,0
0.59,61.3,81.0,117,43,54,1
0.815,88.1,91.4,234,20,22,1
0.73,83.4,94.0,329,17,23,1
0.389,50.9,57.8,57,69,72,0
0.326,59.5,47.4,14,81,71,0
0.577,63.9,73.8,123,48,52,1
0.44,61.1,76.7,160,49,58,1
0.506,74.3,78.8,120,47,49,1
0.337,43.9,65.5,39,67,79,0
0.578,63.2,72.2,175,46,50,1
0.321,56.1,52.1,6,79,74,0
0.268,42.4,55.1,46,77,82,0
0.298,44.9,65.5,21,70,81,0
0.22,57.1,64.0,39,73,75,0
0.229,40.4,46.9,68,83,84,0
0.274,40.7,46.9,46,82,83,0
0.321,44.1,50.3,78,76,77,0
0.345,44.0,53.7,42,75,78,0
0.639,66.3,79.6,128,41,48,1
0.459,76.3,83.3,99,47,51,1
0.369,51.0,41.9,63,81,72,0
0.448,76.2,77.5,170,48,47,1
0.523,62.8,73.7,161,48,53,1
0.244,44.0,54.9,16,79,84,0
0.38,54.4,42.6,71,79,69,0
0.498,65.1,72.6,193,48,51,1
0.653,69.1,79.9,195,37,42,1
0.422,63.7,84.0,132,47,58,1
0.299,47.2,65.0,1,71,80,0
0.718,97.7,95.5,255,20,19,1
0.657,74.0,71.3,175,43,40,1
0.93,97.8,93.6,351,8,5,1
0.305,37.2,47.9,77,78,82,0
0.77,84.6,90.5,333,17,20,1
0.693,60.6,74.9,99,44,51,1
0.377,39.5,69.5,89,60,77,0
0.283,37.5,40.7,77,84,83,0
0.485,64.5,78.2,97,50,57,0
0.217,36.4,58.0,53,76,88,0
0.528,67.9,70.4,188,48,48,1
0.21,39.4,48.2,71,82,85,0
0.925,90.3,92.1,296,12,13,1
0.325,46.2,63.6,38,69,78,0
0.275,35.4,62.8,31,72,87,0
0.605,68.1,71.4,105,49,50,1
0.52,76.9,80.5,121,46,47,1
0.47,74.3,80.2,159,46,48,1
0.266,35.5,44.0,76,83,85,0
0.488,61.2,80.1,128,47,57,1
0.85,99.2,87.7,323,16,9,1
0.226,40.5,55.9,87,76,83,0
0.386,44.1,49.3,20,77,78,0
0.22,39.0,51.3,38,82,87,0
0.556,73.1,73.5,160,47,46,1
0.244,40.6,65.5,16,72,86,0
0.399,39.4,54.6,20,73,80,0
0.283,39.2,65.7,22,70,85,0
0.265,43.4,48.5,81,79,80,0
0.248,48.8,68.6,58,68,78,0
0.269,47.1,51.7,62,78,78,0
0.305,39.2,58.2,58,73,82,0
0.218,37.8,46.0,21,86,88,0
0.328,49.8,45.4,80,79,73,0
0.254,42.7,47.3,87,80,80,0
0.333,47.7,63.0,70,67,75,0
0.406,65.2,82.7,127,48,58,1
0.206,46.1,65.7,9,74,84,0
0.453,79.7,73.3,198,49,44,1
0.205,39.7,59.3,81,74,84,0
0.886,84.7,88.2,280,17,19,1
0.759,98.7,85.9,204,28,19,1
0.595,79.0,70.7,133,48,42,1
0.361,42.4,40.5,11,85,80,0
0.411,76.5,76.9,165,50,49,1
0.219,53.2,65.9,55,71,77,0
0.299,54.6,47.8,37,81,74,0
0.376,45.4,51.0,21,76,77,0
0.305,36.4,63.7,42,70,85,0
0.226,57.0,44.1,30,87,76,0
0.666,61.5,83.8,167,35,48,1
0.251,49.3,49.5,81,79,77,0
0.393,50.4,59.2,43,69,72,0
0.35,53.4,58.7,50,71,72,0
0.474,65.9,80.0,115,48,56,1
0.384,43.2,47.4,88,75,75,0
0.596,65.8,77.0,193,41,47,1
0.46,68.6,72.6,199,49,50,1
0.471,79.1,81.2,195,43,43,1
0.869,82.3,90.9,269,17,21,1
0.448,71.8,84.8,122,46,53,1
0.356,50.4,40.1,41,83,74,0
0.354,59.0,44.7,81,78,67,0
0.232,43.1,53.4,24,81,84,0
0.269,50.8,59.1,12,76,79,0
0.354,51.2,43.8,22,82,75,0
0.596,77.7,74.1,184,43,40,1
0.211,54.5,66.2,43,72,77,0
0.355,57.4,65.1,33,67,70,0
0.704,88.4,99.2,356,13,19,1
0.252,50.6,48.1,52,82,78,0
0.2,35.3,60.6,78,74,88,0
0.322,57.5,41.2,24,85,72,0
0.346,44.0,61.0,51,69,78,0
0.201,44.9,42.2,29,89,84,0
0.359,35.4,56.0,1,75,85,0
0.34,38.8,44.5,85,79,79,0
0.444,61.1,77.8,169,48,57,1
0.549,61.4,83.6,181,39,52,1
0.988,84.4,98.8,217,9,18,1
0.245,59.9,54.8,37,78,73,0
0.414,63.6,78.9,127,51,59,0
0.361,59.2,69.1,10,66,70,0
0.559,72.0,70.3,176,48,45,1
0.773,85.9,86.5,352,19,18,1
0.392,41.8,62.1,48,67,78,0
0.382,41.8,58.1,14,72,80,0
0.331,35.5,69.0,24,66,85,0
0.245,37.9,56.9,0,79,88,0
0.246,53.8,55.8,79,75,74,0
0.235,48.6,69.7,26,69,81,0
0.339,49.5,45.6,39,81,75,0
0.46,66.9,79.8,131,48,55,1
0.389,58.1,57.5,10,72,70,0
0.393,48.9,43.4,37,80,74,0
0.267,52.7,58.1,58,74,75,0
0.499,78.2,78.8,120,48,47,1
0.31,42.8,58.0,30,74,81,0
0.397,42.0,50.0,79,73,75,0
0.606,75.1,77.1,199,40,40,1
0.587,61.8,80.4,191,39,50,1
0.201,59.2,69.1,38,70,75,0
0.333,50.0,47.8,70,78,74,0
0.517,65.9,84.8,153,41,52,1
0.305,47.6,40.3,60,84,77,0
0.585,70.4,71.8,128,48,48,1
0.352,52.6,46.9,68,78,71,0
0.89,93.6,99.5,259,11,14,1
0.669,75.4,81.6,131,38,41,1
0.284,59.3,41.3,22,87,72,0
0.296,54.2,56.4,45,75,74,0
0.37,41.8,41.7,49,81,78,0
0.249,59.6,48.5,2,84,75,0
0.249,54.2,51.2,85,78,74,0
0.252,45.7,54.5,64,77,80,0
0.321,38.1,49.8,64,77,82,0
0.318,53.9,53.1,81,74,71,0
0.299,51.3,69.6,30,67,76,0
0.28,37.7,45.1,1,85,87,0
0.238,42.4,47.1,17,85,85,0
0.425,79.9,75.9,156,51,47,1
0.266,54.1,56.9,64,75,74,0
0.406,79.2,72.3,181,52,47,1
0.583,64.3,71.6,107,50,53,0
0.279,53.5,62.2,38,72,75,0
0.426,63.9,73.7,110,54,59,0
0.399,53.9,58.2,53,69,70,0
0.285,47.6,58.2,42,74,79,0
0.388,44.3,57.2,65,69,75,0
0.537,65.4,79.8,199,41,49,1
0.364,36.5,59.4,13,72,84,0
0.354,58.9,64.3,66,66,68,0
0.207,45.5,42.5,88,85,80,0
0.921,97.4,94.2,233,14,12,1
0.381,58.2,62.2,47,67,68,0
0.542,61.1,72.5,167,48,53,1
0.294,49.5,59.0,59,72,76,0
0.263,54.4,40.9,2,89,77,0
0.326,43.9,45.9,87,78,77,0
0.313,50.9,52.7,5,79,77,0
0.424,62.7,84.5,151,45,58,1
0.449,61.8,82.8,140,46,58,1
0.222,54.7,55.8,0,81,79,0
0.637,68.9,82.3,186,36,43,1
0.39,56.5,57.0,41,71,69,0
0.391,55.3,54.8,13,74,71,0
0.296,35.3,50.2,16,81,87,0
0.971,88.0,95.7,300,8,12,1
0.317,39.2,42.2,13,85,84,0
0.359,36.6,53.1,63,73,81,0
0.291,53.9,49.6,86,77,72,0
0.352,56.8,67.2,26,66,71,0
0.247,58.8,65.7,41,71,73,0
0.393,59.5,55.1,5,74,69,0
0.284,49.7,59.7,59,72,76,0
0.265,58.2,55.9,68,75,71,0
0.362,46.7,49.9,42,77,76,0
0.222,36.8,45.6,39,85,88,0
0.459,76.9,82.1,116,47,49,1
0.314,43.6,46.2,89,78,77,0
0.204,35.1,62.5,55,74,89,0
0.415,79.9,74.2,179,51,46,1
0.352,50.1,59.3,9,73,76,0
0.466,64.3,84.6,118,45,57,1
0.861,95.0,94.1,218,18,17,1
0.214,41.3,57.5,22,79,86,0
0.396,58.7,47.1,55,76,67,0
0.344,40.5,62.0,30,70,81,0
0.547,62.8,71.5,123,50,54,0
0.55,75.3,72.4,191,46,43,1
0.288,58.2,59.3,56,73,71,0
0.274,50.3,45.0,81,81,75,0
0.207,35.4,60.9,39,76,89,0
0.521,64.1,78.1,146,46,53,1
0.315,57.2,68.8,81,64,69,0
0.537,66.1,80.3,143,44,52,1
0.37,47.6,50.6,76,74,73,0
0.698,75.9,70.5,189,41,37,1
0.385,39.7,42.0,11,83,81,0
0.272,51.4,51.9,35,79,77,0
0.323,44.3,62.8,56,69,78,0
0.236,40.9,59.4,48,75,84,0
0.328,41.2,54.2,39,75,81,0
0.255,45.7,58.0,50,75,80,0
0.532,78.3,76.5,194,44,41,1
0.271,50.9,53.1,35,79,77,0
0.396,52.9,65.8,69,63,69,0
0.299,46.2,57.7,25,75,80,0
0.692,63.4,72.6,97,45,50,1
0.906,89.1,93.7,211,16,19,1
0.577,76.6,76.5,140,45,44,1
0.222,53.4,53.6,23,81,79,0
0.2,48.4,59.6,70,75,80,0
0.449,65.0,72.8,100,55,58,0
0.28,55.9,52.7,21,79,75,0
0.357,41.9,69.6,5,66,81,0
0.283,45.7,65.5,68,68,78,0
0.717,83.6,99.2,298,16,25,1
0.659,62.0,77.9,101,43,52,1
0.335,43.1,47.8,60,78,78,0
0.699,64.6,83.1,168,34,45,1
0.459,70.9,77.0,196,46,49,1
0.209,52.9,42.5,35,88,79,0
0.386,56.8,64.1,59,65,68,0
0.391,35.3,59.3,89,67,79,0
0.668,72.5,75.1,148,42,42,1
0.22,40.8,54.6,56,78,85,0
0.64,77.5,81.8,103,41,43,1
0.818,83.6,91.9,213,21,26,1
0.233,48.9,49.6,7,84,82,0
0.301,49.9,43.6,6,85,78,0
0.947,88.1,97.9,323,6,12,1
0.584,68.4,82.2,164,40,47,1
0.568,72.6,82.3,177,39,44,1
0.395,45.1,53.6,45,73,76,0
0.535,79.5,83.9,156,41,43,1
0.639,70.8,81.2,186,37,42,1
0.207,38.3,48.5,50,83,87,0
0.597,66.7,78.0,196,40,46,1
0.298,45.6,58.1,35,74,80,0
0.638,63.7,73.7,191,42,46,1
0.501,69.7,81.9,183,42,49,1
0.88,89.7,88.0,267,18,17,1
0.305,48.2,49.7,86,77,75,0
0.23,40.4,58.8,53,75,85,0
0.238,38.5,64.4,13,74,88,0
0.391,38.4,62.7,29,68,81,0
0.224,44.2,66.6,55,70,82,0
0.302,51.9,50.4,71,77,74,0
0.417,73.3,70.4,189,53,49,1
0.54,71.8,83.2,106,44,50,1
0.601,66.8,79.7,129,42,49,1
0.587,70.3,81.0,198,38,44,1
0.552,74.5,71.4,145,49,46,1
0.373,58.1,51.5,66,74,67,0
0.375,59.4,52.4,78,72,66,0
0.227,51.4,44.4,82,83,76,0
0.939,81.0,85.6,328,14,16,1
0.861,85.4,90.4,271,17,20,1
0.244,49.5,50.9,88,78,76,0
0.9,85.0,99.6,250,11,20,1
0.525,61.9,74.3,128,49,55,1
0.444,63.0,84.9,103,47,59,1
0.331,39.6,58.3,29,73,82,0
0.306,42.4,68.3,88,64,78,0
0.274,52.9,48.6,64,80,74,0
0.537,61.3,85.0,186,38,52,1
0.476,72.8,75.8,161,48,49,1
0.535,70.2,74.9,195,45,46,1
0.264,59.2,59.2,15,76,74,0
0.28,49.1,61.5,45,72,78,0
0.379,55.7,51.6,62,74,69,0
0.218,38.0,63.4,39,74,87,0
0.347,41.0,69.7,35,64,81,0
0.611,78.0,83.3,129,40,42,1
0.372,56.8,68.2,50,64,69,0
0.325,50.5,45.5,42,81,75,0
0.629,68.7,75.7,118,45,48,1
0.234,53.9,47.5,12,85,78,0
0.309,42.2,52.5,80,75,79,0
0.42,72.2,77.4,106,52,54,0
0.572,68.6,83.2,151,40,48,1
0.313,54.5,67.1,63,66,72,0
0.452,78.4,72.0,187,50,45,1
0.284,41.1,55.5,32,77,83,0
0.329,40.3,67.4,14,68,83,0
0.324,42.9,48.5,29,80,81,0
0.281,54.5,62.0,88,69,72,0
0.251,41.7,62.9,14,74,85,0
0.381,41.4,48.3,45,77,78,0
0.921,88.5,94.6,318,9,13,1
0.268,41.7,54.0,63,77,82,0
0.649,74.8,75.4,133,43,42,1
0.675,74.6,82.2,115,39,42,1
0.948,93.2,97.7,239,11,13,1
0.374,38.3,43.6,25,81,82,0
0.682,62.6,81.2,101,40,50,1
0.345,56.5,40.7,35,84,71,0
0.995,80.8,90.5,287,11,16,1
0.636,68.7,70.4,160,46,45,1
0.442,71.2,76.2,134,51,53,0
0.353,48.0,46.1,66,78,74,0
0.373,57.0,63.0,54,67,69,0
0.237,49.6,61.4,9,76,81,0
0.635,67.1,70.0,131,47,48,1
0.523,76.4,83.9,95,45,48,1
0.358,36.1,47.5,88,76,80,0
0.275,55.7,48.0,41,81,74,0
0.246,39.7,47.0,72,82,83,0
0.295,51.1,48.7,25,81,77,0
0.902,87.4,97.5,276,10,17,1
0.585,75.6,78.7,145,43,44,1
0.788,89.3,87.7,321,19,17,1
0.289,58.9,53.3,36,78,72,0
0.246,57.8,52.9,79,77,72,0
0.515,69.2,77.5,185,44,48,1
0.273,56.6,50.5,10,82,75,0
0.538,69.3,80.4,141,44,50,1
0.593,75.1,80.9,181,39,42,1
0.371,56.3,60.5,56,68,69,0
0.279,55.5,68.8,56,67,73,0
0.415,80.0,73.4,148,53,48,1
0.37,58.4,48.1,41,78,69,0
0.768,85.5,89.8,251,22,24,1
0.48,77.1,83.9,169,42,46,1
0.831,93.8,94.8,230,18,18,1
0.635,65.7,74.6,163,43,47,1
0.898,96.9,89.1,200,20,15,1
0.62,60.3,79.7,167,40,50,1
0.47,73.6,82.0,176,44,48,1
0.206,56.8,43.1,63,86,75,0
0.766,98.7,98.0,341,12,11,1
0.316,45.3,48.2,30,80,79,0
0.513,74.4,73.0,177,48,46,1
0.393,43.5,46.6,29,78,77,0
0.344,54.7,65.2,19,68,73,0
0.448,70.1,77.1,114,51,54,0
0.643,60.6,75.7,166,41,49,1
0.34,45.6,43.6,67,80,76,0
0.305,43.1,63.7,84,67,78,0
0.28,42.7,65.3,65,68,81,0
0.242,46.7,58.5,21,77,82,0
0.496,68.7,84.8,139,43,52,1
0.235,49.5,45.4,28,86,80,0
0.375,59.2,51.7,75,73,66,0
0.314,50.5,40.7,56,84,75,0
0.599,62.6,82.6,115,41,53,1
0.338,54.6,53.2,35,76,72,0
0.27,49.2,48.3,78,79,76,0
0.426,77.8,75.5,158,51,48,1
0.244,42.9,64.9,67,70,82,0
0.658,71.2,73.2,192,41,41,1
0.654,70.6,84.0,128,38,45,1
0.469,73.2,70.9,172,51,48,1
0.465,79.1,74.7,187,48,44,1
0.228,57.3,64.0,67,71,74,0
0.301,49.0,58.7,38,73,77,0
0.594,68.3,76.6,110,46,50,1
0.342,53.3,43.4,60,81,72,0
0.208,56.6,49.7,56,82,75,0
0.327,57.2,46.4,80,78,69,0
0.215,36.3,54.5,26,80,89,0
0.507,62.7,74.6,174,47,53,1
0.293,49.2,55.6,30,76,78,0
0.842,94.6,93.6,299,14,13,1
0.444,60.0,72.3,166,52,58,0
0.963,91.1,88.7,237,16,14,1
0.322,53.9,52.0,1,79,75,0
0.511,63.9,71.2,108,53,56,0
0.226,49.3,58.8,87,74,77,0
0.449,72.4,73.9,155,51,51,0
0.385,42.8,56.4,31,72,78,0
0.248,35.0,51.0,9,82,90,0
0.567,77.3,71.0,183,47,41,1
0.3,46.5,48.0,65,79,77,0
0.474,61.7,80.8,97,49,59,1
0.552,72.8,79.3,165,43,46,1
0.49,76.2,83.6,115,45,49,1
0.544,62.6,77.3,151,45,53,1
0.242,53.0,59.2,77,73,75,0
